id,video_title,thumbnail_text,comment_text,img,label,split
4834,Mất điện vì AI. #hoangnamtien #giaotien #LearnOnTikTok #AI #congnghe,MẤT ĐIỆN VÌ AI,Ngay câu đầu tiên người ta đã trả lời câu hỏi rồi mà mấy cha mấy mẹ vào hỏi lại. Không trả lời câu hỏi đi mà trả lời đâu đâu. 😂😂😂,vid_0056.jpg,Normal,train
6694,Người phụ nữ đi ô tô xô đổ xe máy của shipper ở TPHCM #dantrinews #LearnOnTikTok #xuhuong,NGƯỜI PHỤ NỮ ĐI Ô TÔ XÔ ĐỔ XE MÁY CỦA SHIPPER Ở TPHCM,cần làm việc với con này vì nó Sếp nên nó tránh mặt,vid_0090.jpg,Offensive,train
7808,"Nhiều người chỉ coi đó như một trò đùa, như một kiểu chơi chữ mà quên mất rằng nó có thể là khởi nguồn để chia rẽ dân tộc. Điều đó rất đau lòng! #vtv24 #vtvdigital #tiktoknews #pbvm #phanbietvungmien",Do miền bắc chúng m làm trước Namkiki - TRUNG - parky 100nguoi mn chac dc 1 nguoi còn 100thang parky het 100 thang pbvm Nhức nhối trào lưu phân biệt vùng miền trên mạng xã hội,"Không đơn giản như các bạn trẻ nghĩ đâu,nó là lịch sử là quá trình từ rất lâu nên nói giải phóng thì dễ hoà hợp dân tộc mới là khó nhé",vid_0009.jpg,Normal,train
7542,"Nhiều người chỉ coi đó như một trò đùa, như một kiểu chơi chữ mà quên mất rằng nó có thể là khởi nguồn để chia rẽ dân tộc. Điều đó rất đau lòng! #vtv24 #vtvdigital #tiktoknews #pbvm #phanbietvungmien",Do miền bắc chúng m làm trước Namkiki - TRUNG - parky 100nguoi mn chac dc 1 nguoi còn 100thang parky het 100 thang pbvm Nhức nhối trào lưu phân biệt vùng miền trên mạng xã hội,mấy thằng phân biệt đâu ko thấy vào đây cm🤣🤣🤣,vid_0009.jpg,Offensive,train
12235,thấy gì sao câu chuyện của trà sữa Chagee và tụi yêu nước mõm #trasuachagee #hoangsatruongsalacuavietnam  #yeunuocmom #trasuachageeduongluoibo #yeunuocdochai,trà sữa chagee yêu nước mơm,qua vụ này thì thấy thế hệ trẻ bây giờ ko có nhờ cậy được gì cả ko may đất nước có gì chắc thế hệ này nó bán nước luôn quá đừng hỏi Tổ Quốc đã làm gì cho ta mà hãy tự hỏi ta đã làm gì cho Tổ Quốc hôm nay việc đơn giản thế này mà còn ko làm đk,vid_0078.jpg,Hate Speech,train
10797,"Sự việc xảy ra từ ngày 15/7 và hiện tại mình vẫn chưa được trả lại đồ, chỉ biết duy nhất thông tin của chị này là stk . Mình đã chuyển khoản tổng cộng 6 lần để xin lại và để lại cả sđt . Sạc chính hãng zin nên kh rẻ đâu , mình cũng chỉ muốn tìm lại đồ đã mất thôi!!! #xuhuong #tiktok  #pfy #happycafe #hanoi #royalcity",Mượn sạc của quán mình xong cuộn cất luôn vào túi. Mình biết được mỗi stk nên chuyển mấy lần xin lại sạc nhưng kh được hồi âm. Nhờ mng tìm giúp em với 😭😭😭,Mọi người cứ bảo có cái cục sạc mà chủ quán làm quá??? Ủa này là Ý THỨC CON NGƯỜI đó ạ? Lấy nhầm thì đã lật đật sang trả lại rồi ạ 🙏🙏🙏,vid_0075.jpg,Offensive,train
616,#vinhomes #vinhomegrandpark #vinperaldiscovery,Có 27 tỷ mua nhà mà giờ ngồi khóc thấy thương không,ăn trên đồng tiền xương máu của người ta không tồn tại được lâu,vid_0048.jpg,Offensive,train
10483,SỰ THAY ĐỔI CỦA NỀN KINH TẾ VIỆT NAM #tannguyen,SỰ THAY ĐỔI CỦA NỀN KINH TẾ VIỆT NAM,Thằng củ chuối này nói tào lao bọn Mỹ vàng theo Mỹ sống với Mỹ 50 nay nay hưởng chế độ Mỹ nền giáo dục Mỹ mà chúng cũng phát triển được đâu,vid_0082.jpg,Hate Speech,train
9366,Nhà ở chưa mua mà A Guy đã tính mua đất nghĩa trang rồi. Trương Quốc Huy ở mĩ chưa có nhà mà nổ đã tính mua đất nghĩa trang #truongquochuy #n10tv #n10tvhighlight #n10tvshorts #bolsa #vietkieumy #vietnamtoiyeu #xh #xhtiktok #xuhuongtiktok #lenxuhuong #fantltv #TLTV #phandong,N1,Mày tấu hài à Huy.,vid_0016.jpg,Offensive,train
9114,Nhà ở chưa mua mà A Guy đã tính mua đất nghĩa trang rồi. Trương Quốc Huy ở mĩ chưa có nhà mà nổ đã tính mua đất nghĩa trang #truongquochuy #n10tv #n10tvhighlight #n10tvshorts #bolsa #vietkieumy #vietnamtoiyeu #xh #xhtiktok #xuhuongtiktok #lenxuhuong #fantltv #TLTV #phandong,N1,Nhà không có để ở mà đòi đem cha về Mỹ chôn 😂,vid_0016.jpg,Offensive,train
15113,Góp ý thẳng thắn với VTV !!! #hiephoangngo #tiktoknew #trending,Sự cố kiểm duyệt của VTV Khi liên tục mắc các lỗi sơ đẳng!!!,chuẩn luôn em,vid_0053.jpg,Hate Speech,train
15763,Cuộc chiến chip bán dẫn: chuyện gì đang xảy ra và tương lai nào cho Việt Nam? #trungquoc #hoaky #kinhtethegioi #kinhte #tintuc #LearnOnTikTok,Không có văn bản nào trong hình ảnh.,Ở vn vẫn còn nhiều hạn chế vd như năng lượng còn không đủ chẩn bị mùa hè rồi 😁,vid_0012.jpg,Normal,train
11864,XE ĐIỆN. GỬI CÁC BÁC  #tandatgrabbbike2018  #chiasekinhnghiem  #xuhươngtiktok,XE ĐIỆN ƠI...!!! GỬI CÁC BÁC,bạn nói đúng chính xác,vid_0077.jpg,Normal,train
4868,Mất điện vì AI. #hoangnamtien #giaotien #LearnOnTikTok #AI #congnghe,MẤT ĐIỆN VÌ AI,quá phụ thuộc vào cái gì thì sẽ chết vì cái đó 🙂,vid_0056.jpg,Normal,train
11063,Trả lời @Huongbaby  GỬI ĐẾN MẤY ĐỨA HAY PHÂN BIỆT VÙNG MIỀN PARKY #parky #phanbietvungmien #bocphot #dramashowbiz #nhathaibiettuot #theanh28,Trả lời bình luận của Huongbaby NHẸT THẰNG PARKY Gửi đến mấy cái đứa Phân biệt vùng miền PARKY,Tôi yêu tất cả mọi người trên đất nước Việt Nam.,vid_0008.jpg,Normal,train
2550,"Giấy in nhiệt Ung thư, vô sinh, rối loạn nội tiết #tsdsngocan #duczohar #whcsktt #songkhoe247","Giấy in nhiệt Ung thư, vô sinh, rối loạn nội tiết",vậy làm cách nào để nhận biết được 😟,vid_0024.jpg,Normal,train
8430,Nhà ở chưa mua mà A Guy đã tính mua đất nghĩa trang rồi. Trương Quốc Huy ở mĩ chưa có nhà mà nổ đã tính mua đất nghĩa trang #truongquochuy #n10tv #n10tvhighlight #n10tvshorts #bolsa #vietkieumy #vietnamtoiyeu #xh #xhtiktok #xuhuongtiktok #lenxuhuong #fantltv #TLTV #phandong,N1,Ae cho em đón thằng này ở nội bài hoặc tân sơn nhất e chở về hải dương để dạy dỗ nhé.,vid_0016.jpg,Offensive,train
7713,"Nhiều người chỉ coi đó như một trò đùa, như một kiểu chơi chữ mà quên mất rằng nó có thể là khởi nguồn để chia rẽ dân tộc. Điều đó rất đau lòng! #vtv24 #vtvdigital #tiktoknews #pbvm #phanbietvungmien",Do miền bắc chúng m làm trước Namkiki - TRUNG - parky 100nguoi mn chac dc 1 nguoi còn 100thang parky het 100 thang pbvm Nhức nhối trào lưu phân biệt vùng miền trên mạng xã hội,"Đây chắc cũng chặn rồi, ko thì cũng một mớ😂",vid_0009.jpg,Normal,train
370,#vinhomes #vinhomegrandpark #vinperaldiscovery,Có 27 tỷ mua nhà mà giờ ngồi khóc thấy thương không,v nô nó lại nhảy vô táp 😁,vid_0048.jpg,Hate Speech,train
12176,,"7h30 Sáng ngày 02/1/2025 Tại ngã ngã tư Vũ Trọng Khánh, Mỗ Lao, Hà Đông","Giờ phải chuyển chú ý vào mấy con xe máy ghẻ, ai còn để ý đến mấy ông lớn phá hoại môi trường nữa",vid_0021.jpg,Offensive,train
540,#vinhomes #vinhomegrandpark #vinperaldiscovery,Có 27 tỷ mua nhà mà giờ ngồi khóc thấy thương không,"mỗi tháng 10tr, 27 tỏi = 270 năm làm🤣 thế mà còn ngồi đây khóc, như thế nta gọi là gì a e",vid_0048.jpg,Normal,train
11676,Vì sao người dân căng băng rôn đất TMDV? #DoctorHousing #metub,Vì sao người dân cẳng bằng rộn đặt TMDV?,ốc Tuấn: Người ta gọi là đất “đặc biệt”. Hđ thì ghi là đất ở ko hình đơn vị ở Bên đó đang chốt cách thức tư vấn và diễn giải đào tạo cho sale rồi🤣,vid_0058.jpg,Normal,train
5881,Người phụ nữ đi ô tô xô đổ xe máy của shipper ở TPHCM #dantrinews #LearnOnTikTok #xuhuong,NGƯỜI PHỤ NỮ ĐI Ô TÔ XÔ ĐỔ XE MÁY CỦA SHIPPER Ở TPHCM,Như nc ngoài là có khi bắt vì tội cố ý phá hoại tài sản rồi. VN xử còn nhẹ quá,vid_0090.jpg,Hate Speech,train
8052,"Nhiều người chỉ coi đó như một trò đùa, như một kiểu chơi chữ mà quên mất rằng nó có thể là khởi nguồn để chia rẽ dân tộc. Điều đó rất đau lòng! #vtv24 #vtvdigital #tiktoknews #pbvm #phanbietvungmien",Do miền bắc chúng m làm trước Namkiki - TRUNG - parky 100nguoi mn chac dc 1 nguoi còn 100thang parky het 100 thang pbvm Nhức nhối trào lưu phân biệt vùng miền trên mạng xã hội,Tội này được nâng lên phản động ko nhỉ mng?,vid_0009.jpg,Normal,train
2896,Giữa thủ đô mà lộng hành quá 😨 #xahoi #phapluat #batdongsan #chungcu #giangho #hanoi #plxhvn #phapluatxahoi,Giữa thử đồ mà lòng hành quá 😔😔😔 youtube.com/@plxhvnl,Ở thủ đô mà nhiều cháu vẫn Ngâu quá 😂😂😂,vid_0054.jpg,Offensive,train
8139,Nhà ở chưa mua mà A Guy đã tính mua đất nghĩa trang rồi. Trương Quốc Huy ở mĩ chưa có nhà mà nổ đã tính mua đất nghĩa trang #truongquochuy #n10tv #n10tvhighlight #n10tvshorts #bolsa #vietkieumy #vietnamtoiyeu #xh #xhtiktok #xuhuongtiktok #lenxuhuong #fantltv #TLTV #phandong,N1,công viên chó 🐕 hay ỉ đúng ko à mà 🐕 tây cứt chắc to gần bằng cái ông đang nói,vid_0016.jpg,Offensive,train
4229,"Lực lượng chức năng huyện Đan Phượng, TP Hà Nội đang tiến hành cưỡng chế phá dỡ các vi phạm nhà xưởng trên đất nông nghiệp. Trước đó chính quyền đã thực hiện các bước tuyên truyền, vận động người dân tự tháo dỡ, tuy nhiên người dân cho rằng, do chưa thể vận chuyển hết hàng hóa nên mong muốn có thêm thời gian để thực hiện việc tự phá dỡ. #quochoitv #tiktoknews #cuongche #cuongchedat #datnongnghiep #danphuong #viphamdatdai","TRUYỀN HÌNH QUỐC HỘI VIỆT NAM quochoitv.vn digitaltv@quochoi.vn 0862.656.565 CƯỠNG CHẾ VI PHẠM TRÊN ĐẤT NÔNG NGHIỆP TẠI HÀ NỘI: DÂN NÓI “TẾT ĐẾN NƠI RỒI, KHÔNG CHO LÀM LÀ VỠ NỢ”",Đúng là trò hề. Đã sai mà không biết nhận mà còn ngoan cố,vid_0010.jpg,Normal,train
12246,thấy gì sao câu chuyện của trà sữa Chagee và tụi yêu nước mõm #trasuachagee #hoangsatruongsalacuavietnam  #yeunuocmom #trasuachageeduongluoibo #yeunuocdochai,trà sữa chagee yêu nước mơm,tương lai người trẻ VN chỉ cần ly trà sữa là bọn nó bán nước,vid_0078.jpg,Hate Speech,train
12041,XE ĐIỆN. GỬI CÁC BÁC  #tandatgrabbbike2018  #chiasekinhnghiem  #xuhươngtiktok,XE ĐIỆN ƠI...!!! GỬI CÁC BÁC,tuyệt vời quá à ơi,vid_0077.jpg,Normal,train
2669,Giữa thủ đô mà lộng hành quá 😨 #xahoi #phapluat #batdongsan #chungcu #giangho #hanoi #plxhvn #phapluatxahoi,Giữa thử đồ mà lòng hành quá 😔😔😔 youtube.com/@plxhvnl,thủ đô như khu tự trị vậy,vid_0054.jpg,Offensive,train
16158,Lý do Mấy bay mạnh nhất Nước Mỹ không có đối thủ #cuongnuocmy #maybay #f22 #f22raptor #cuocsongmy #quansu #vietkieu #vietnamese,Không có thumbnail text,thằng này làm cách mạng màu đó mấy fen.,vid_0028.jpg,Hate Speech,train
2460,Giải mã lệnh cấm xe máy: 3 Mỏ vàng đầu tư sắp xuất hiện tại Hà Nội #genzcapital #news #xuhuong #hà_nội,GIẢI MÃ GIẢI MÃ LỆNH CẤM XE MÁY: 3 MỎ VÀNG ĐẦU TƯ SẮP XUẤT HIỆN TẠI HÀ NỘI @genzcapital,níu đc áp dụng.......ai là người có lợi nhứt.va ailà triệu phú trắc có nhiều người đã hiểu còn đống hỗn độn chỉ có người dân đang chật vật cơm áo gạo tiền,vid_0067.jpg,Normal,train
2025,"CĂNG: Johnny Đặng ra clip 'ván bài lật ngửa' với Khoa Pug, tiết lộ cả 2 ngầm thoả thuận miệng việc PR tiền ảo  #tiinnews #johnnydang #khoapug","HOT: Johnny Đặng ra clip 'ván bài lật ngửa' với Khoa Pug, tiết lộ cả 2 ngầm thoả thuận miệng việc PR tiền ảo",cắt cắt cắt tốt rồi,vid_0004.jpg,Hate Speech,train
6847,Người phụ nữ đi ô tô xô đổ xe máy của shipper ở TPHCM #dantrinews #LearnOnTikTok #xuhuong,NGƯỜI PHỤ NỮ ĐI Ô TÔ XÔ ĐỔ XE MÁY CỦA SHIPPER Ở TPHCM,thứ này chỉ nhẹ nhàng với ai... nếu có lợi về nó thôi...,vid_0090.jpg,Offensive,train
7932,"Nhiều người chỉ coi đó như một trò đùa, như một kiểu chơi chữ mà quên mất rằng nó có thể là khởi nguồn để chia rẽ dân tộc. Điều đó rất đau lòng! #vtv24 #vtvdigital #tiktoknews #pbvm #phanbietvungmien",Do miền bắc chúng m làm trước Namkiki - TRUNG - parky 100nguoi mn chac dc 1 nguoi còn 100thang parky het 100 thang pbvm Nhức nhối trào lưu phân biệt vùng miền trên mạng xã hội,Tất cả là tại Vũ 21✈️,vid_0009.jpg,Offensive,train
1045,"Chủ tịch Toyota nói thẳng một sự thật về xe điện, công khai ủng hộ xe hybrid? #auto5 #fyp #oto #xe #toyota#tiktok #xedien #hybrid","Chủ tịch Toyota nói thẳng một sự thật về xe điện, công khai ủng hộ xe hybrid?",xe điện dễ chết người chạy không đúng là phát nổ,vid_0042.jpg,Normal,train
9301,Nhà ở chưa mua mà A Guy đã tính mua đất nghĩa trang rồi. Trương Quốc Huy ở mĩ chưa có nhà mà nổ đã tính mua đất nghĩa trang #truongquochuy #n10tv #n10tvhighlight #n10tvshorts #bolsa #vietkieumy #vietnamtoiyeu #xh #xhtiktok #xuhuongtiktok #lenxuhuong #fantltv #TLTV #phandong,N1,chắc ngày nào cũng nằm đó lên tả chi tiết 🤣🤣,vid_0016.jpg,Offensive,train
15665,Cuộc chiến chip bán dẫn: chuyện gì đang xảy ra và tương lai nào cho Việt Nam? #trungquoc #hoaky #kinhtethegioi #kinhte #tintuc #LearnOnTikTok,Không có văn bản nào trong hình ảnh.,"Tất cả các nước đều có thể thiết kế CHIP, nhưng để có công nghệ mà gia công được CHIP thì chỉ đếm trên 1 bàn tay",vid_0012.jpg,Normal,train
6175,Người phụ nữ đi ô tô xô đổ xe máy của shipper ở TPHCM #dantrinews #LearnOnTikTok #xuhuong,NGƯỜI PHỤ NỮ ĐI Ô TÔ XÔ ĐỔ XE MÁY CỦA SHIPPER Ở TPHCM,ỷ mình đi xe ô tô mà ko có đạo đức . chứ mấy vậy nói chuyện đạo đức lắm,vid_0090.jpg,Hate Speech,train
13424,Góp ý thẳng thắn với VTV !!! #hiephoangngo #tiktoknew #trending,Sự cố kiểm duyệt của VTV Khi liên tục mắc các lỗi sơ đẳng!!!,Lại còn cho cs Bằng Kiều tham gia Game show nữa mới chán..,vid_0053.jpg,Offensive,train
13496,Góp ý thẳng thắn với VTV !!! #hiephoangngo #tiktoknew #trending,Sự cố kiểm duyệt của VTV Khi liên tục mắc các lỗi sơ đẳng!!!,Thời đại đống thằng chuyên săm soi và 1 lũ rảnh rỗi chen vào chửi thứ ko liên quan đến mình :)),vid_0053.jpg,Offensive,train
7517,"Nhiều người chỉ coi đó như một trò đùa, như một kiểu chơi chữ mà quên mất rằng nó có thể là khởi nguồn để chia rẽ dân tộc. Điều đó rất đau lòng! #vtv24 #vtvdigital #tiktoknews #pbvm #phanbietvungmien",Do miền bắc chúng m làm trước Namkiki - TRUNG - parky 100nguoi mn chac dc 1 nguoi còn 100thang parky het 100 thang pbvm Nhức nhối trào lưu phân biệt vùng miền trên mạng xã hội,Mong nhà nước có mức phạt . Phạt tiền nặng cho mấy đứa mõm mạng đấy,vid_0009.jpg,Offensive,train
2314,Dùng rau muống để so sánh @tnnjournal @Trong N Nguyen,rau muống Dùng rau muống để so sánh,"chery ở mỹ khá rẻ , ở vn lại rất mắc mỏ .",vid_0018.jpg,Normal,train
12780,Ở Phnom benh vẫn An Toàn lắm cả nhà Chỉ ưa giựt điện thoại thôi à 😁 Mà nghe nói ở Bavet or Sihanoukville : 1 mạn/g = 10k usd là giải quyết êm ru#thinhdaden #campuchia #nhauxuyenviet #xh,Reply to susu saigon's comment bên đó có mấy vụ bắt cóc thiệt không anh Bắt Có/c ở Cam,"vậy thui đừng đi qua đó , sợ quá ( còn bị lừa mình ko nói )",vid_0055.jpg,Offensive,train
3648,Israel nêu 3 điều kiện để đạt thỏa thuận với Iran #baonhandan #tiktoknews #tintuc24h #socialnews #mcv #israel #iran,"Nhân Dân Nguồn: Tân Hoa Xã, Reuters, TTXVN ISRAEL NÊU 3 ĐIỀU KIỆN ĐỂ ĐẠT THỎA THUẬN VỚI IRAN",Đã nói vậy thì tang them cho nó đợt nữa,vid_0063.jpg,Hate Speech,train
14443,Góp ý thẳng thắn với VTV !!! #hiephoangngo #tiktoknew #trending,Sự cố kiểm duyệt của VTV Khi liên tục mắc các lỗi sơ đẳng!!!,"Biên tập sai, ng đọc tắc trách",vid_0053.jpg,Offensive,train
16238,Lý do Mấy bay mạnh nhất Nước Mỹ không có đối thủ #cuongnuocmy #maybay #f22 #f22raptor #cuocsongmy #quansu #vietkieu #vietnamese,Không có thumbnail text,gặp VN là thành sắt vụn,vid_0028.jpg,Hate Speech,train
1729,"CĂNG: Johnny Đặng ra clip 'ván bài lật ngửa' với Khoa Pug, tiết lộ cả 2 ngầm thoả thuận miệng việc PR tiền ảo  #tiinnews #johnnydang #khoapug","HOT: Johnny Đặng ra clip 'ván bài lật ngửa' với Khoa Pug, tiết lộ cả 2 ngầm thoả thuận miệng việc PR tiền ảo",người ta có nói ông đâu😳 tự nhận lun zay 😏😏,vid_0004.jpg,Normal,train
7987,"Nhiều người chỉ coi đó như một trò đùa, như một kiểu chơi chữ mà quên mất rằng nó có thể là khởi nguồn để chia rẽ dân tộc. Điều đó rất đau lòng! #vtv24 #vtvdigital #tiktoknews #pbvm #phanbietvungmien",Do miền bắc chúng m làm trước Namkiki - TRUNG - parky 100nguoi mn chac dc 1 nguoi còn 100thang parky het 100 thang pbvm Nhức nhối trào lưu phân biệt vùng miền trên mạng xã hội,Cây nào mà chẳng có sâu! 😃,vid_0009.jpg,Normal,train
11266,Tuấn Hưng và vợ đi sự kiện Mắt anh ấy nhìn như mới chơi đá #hot #vietnam #showbiz,Thời phong độ ông này nhìn chất 👍 Tuấn Hưng và vợ đi sự kiện Dân trong nghề nhìn phát biết luôn,A tôi thiếu ngủ thôi chứ có j đâu🤪,vid_0062.jpg,Normal,train
15903,Lý do Mấy bay mạnh nhất Nước Mỹ không có đối thủ #cuongnuocmy #maybay #f22 #f22raptor #cuocsongmy #quansu #vietkieu #vietnamese,Không có thumbnail text,Xưa chắc củng quảng cáo chiếc B52 giống z chứ j,vid_0028.jpg,Normal,train
566,#vinhomes #vinhomegrandpark #vinperaldiscovery,Có 27 tỷ mua nhà mà giờ ngồi khóc thấy thương không,cố gắng lên bạn nhé,vid_0048.jpg,Normal,train
1452,"CĂNG: Johnny Đặng ra clip 'ván bài lật ngửa' với Khoa Pug, tiết lộ cả 2 ngầm thoả thuận miệng việc PR tiền ảo  #tiinnews #johnnydang #khoapug","HOT: Johnny Đặng ra clip 'ván bài lật ngửa' với Khoa Pug, tiết lộ cả 2 ngầm thoả thuận miệng việc PR tiền ảo",Vương Phạm kiểu cái đell gì cũng có t trong đó vậy,vid_0004.jpg,Offensive,train
11968,XE ĐIỆN. GỬI CÁC BÁC  #tandatgrabbbike2018  #chiasekinhnghiem  #xuhươngtiktok,XE ĐIỆN ƠI...!!! GỬI CÁC BÁC,bạn nói rất hây và rất đúng,vid_0077.jpg,Normal,train
14175,Góp ý thẳng thắn với VTV !!! #hiephoangngo #tiktoknew #trending,Sự cố kiểm duyệt của VTV Khi liên tục mắc các lỗi sơ đẳng!!!,@VTV24 đu trend cợt nhả là giỏi😂,vid_0053.jpg,Offensive,train
10918,THẦY HUẤN TUYÊN BỐ CHỈ TIN CHỊ MAILISA VÌ CHỊ ẤY KHÔNG THIẾU GÌ NGOÀI T.I.Ề.N #tienbry #tienhuanbry #tienbrydc16 #huanhoahong #dcgr #xuhuongtiktok2025 #thinhhanh,THẦY HUẤN TUYÊN BỐ CHỈ TIN CHỊ MAILISA VÌ CHỊ ẤY KHÔNG THIẾU GÌ NGOÀI TIỀN,Bé bắp kể ra đáng thương vì phải nuoi cả gđ và cả ekip phía sau của nó. Tính ra bây h người đáng thương là các MTQ vì đã đặt niềm tin sự thương hại ko đúng chỗ ủng hộ cho nhà giàu,vid_0022.jpg,Normal,train
16463,"Từ 26/7, TP HCM sẽ cấm nhiều loại xe lưu thông trên đường Lê Thánh Tôn #ThuVienPhapLuat #TVPL #Learnontiktok #Hoccungtiktok",ĐƯỜNG LÊ THÁNH TÔN ĐƯỜNG NGUYỄN HUỆ Ngày đăng: 23/07/2025 THƯ VIỆN PHÁP LUẬT TỪ 26/7/2025 TP HCM SẼ CẤM NHIỀU LOẠI XE LƯU THÔNG TRÊN ĐƯỜNG LÊ THÁNH TÔN,@Micheal,vid_0088.jpg,Normal,train
11758,XE ĐIỆN. GỬI CÁC BÁC  #tandatgrabbbike2018  #chiasekinhnghiem  #xuhươngtiktok,XE ĐIỆN ƠI...!!! GỬI CÁC BÁC,"những con kênh thì nước hoi thúi, đường lộ thì mưa nước ngập tràn lan chạy xe không được , còn làng đường đi bộ thì chưa có trống để đi, .....vvvvvvv...., nhìn xung quanh coi có được xứng để làm thay đổi như điều kiện như vậy không ....",vid_0077.jpg,Normal,train
9708,Nhà ở chưa mua mà A Guy đã tính mua đất nghĩa trang rồi. Trương Quốc Huy ở mĩ chưa có nhà mà nổ đã tính mua đất nghĩa trang #truongquochuy #n10tv #n10tvhighlight #n10tvshorts #bolsa #vietkieumy #vietnamtoiyeu #xh #xhtiktok #xuhuongtiktok #lenxuhuong #fantltv #TLTV #phandong,N1,miếng đất thơm phức!!! 😂😂😂,vid_0016.jpg,Normal,train
8124,Nhà ở chưa mua mà A Guy đã tính mua đất nghĩa trang rồi. Trương Quốc Huy ở mĩ chưa có nhà mà nổ đã tính mua đất nghĩa trang #truongquochuy #n10tv #n10tvhighlight #n10tvshorts #bolsa #vietkieumy #vietnamtoiyeu #xh #xhtiktok #xuhuongtiktok #lenxuhuong #fantltv #TLTV #phandong,N1,Mồm m nói tiếng Việt đấy giỏi m về đây,vid_0016.jpg,Offensive,train
1217,"CĂNG: Johnny Đặng ra clip 'ván bài lật ngửa' với Khoa Pug, tiết lộ cả 2 ngầm thoả thuận miệng việc PR tiền ảo  #tiinnews #johnnydang #khoapug","HOT: Johnny Đặng ra clip 'ván bài lật ngửa' với Khoa Pug, tiết lộ cả 2 ngầm thoả thuận miệng việc PR tiền ảo",nói đéo nào cx kh tin đâu,vid_0004.jpg,Offensive,train
9116,Nhà ở chưa mua mà A Guy đã tính mua đất nghĩa trang rồi. Trương Quốc Huy ở mĩ chưa có nhà mà nổ đã tính mua đất nghĩa trang #truongquochuy #n10tv #n10tvhighlight #n10tvshorts #bolsa #vietkieumy #vietnamtoiyeu #xh #xhtiktok #xuhuongtiktok #lenxuhuong #fantltv #TLTV #phandong,N1,"vậy kêu nó xuống dưới đó đi , êm ru luôn há",vid_0016.jpg,Offensive,train
9393,Nhà ở chưa mua mà A Guy đã tính mua đất nghĩa trang rồi. Trương Quốc Huy ở mĩ chưa có nhà mà nổ đã tính mua đất nghĩa trang #truongquochuy #n10tv #n10tvhighlight #n10tvshorts #bolsa #vietkieumy #vietnamtoiyeu #xh #xhtiktok #xuhuongtiktok #lenxuhuong #fantltv #TLTV #phandong,N1,chắc có cửa về vn 😏,vid_0016.jpg,Normal,train
4858,Mất điện vì AI. #hoangnamtien #giaotien #LearnOnTikTok #AI #congnghe,MẤT ĐIỆN VÌ AI,tìm nguồn điện mới nhé,vid_0056.jpg,Normal,train
12575,Đi máy bay riêng thăm nhà tỷ phú Mỹ ở ngoài hòn đảo 🛩️🏖️ #vuongpham #fastboy #BambooFamily #longervideos,ĐI CHUYẾN NÀO,Giàu có cái khổ của giàu vì lúc nào cũng sợ cướp kkk,vid_0038.jpg,Normal,train
16300,"Từ 26/7, TP HCM sẽ cấm nhiều loại xe lưu thông trên đường Lê Thánh Tôn #ThuVienPhapLuat #TVPL #Learnontiktok #Hoccungtiktok",ĐƯỜNG LÊ THÁNH TÔN ĐƯỜNG NGUYỄN HUỆ Ngày đăng: 23/07/2025 THƯ VIỆN PHÁP LUẬT TỪ 26/7/2025 TP HCM SẼ CẤM NHIỀU LOẠI XE LƯU THÔNG TRÊN ĐƯỜNG LÊ THÁNH TÔN,Lê thánh tôn đoạn đầu đường ngay khúc từ cầu Ba Son đến phố đi bộ là taxi vs xe công nghệ họ dừng lun giữa làn đón trả khách lun mà😂🤡 chạy xe riết thấy lạ ghê,vid_0088.jpg,Normal,train
14131,Góp ý thẳng thắn với VTV !!! #hiephoangngo #tiktoknew #trending,Sự cố kiểm duyệt của VTV Khi liên tục mắc các lỗi sơ đẳng!!!,Chán.,vid_0053.jpg,Normal,train
8126,Nhà ở chưa mua mà A Guy đã tính mua đất nghĩa trang rồi. Trương Quốc Huy ở mĩ chưa có nhà mà nổ đã tính mua đất nghĩa trang #truongquochuy #n10tv #n10tvhighlight #n10tvshorts #bolsa #vietkieumy #vietnamtoiyeu #xh #xhtiktok #xuhuongtiktok #lenxuhuong #fantltv #TLTV #phandong,N1,mầy về đem cha mầy qua được được mới nói,vid_0016.jpg,Offensive,train
13762,Góp ý thẳng thắn với VTV !!! #hiephoangngo #tiktoknew #trending,Sự cố kiểm duyệt của VTV Khi liên tục mắc các lỗi sơ đẳng!!!,Cái thế hệ dc nuôi như gà công nghiệp @@,vid_0053.jpg,Offensive,train
2616,Giữa thủ đô mà lộng hành quá 😨 #xahoi #phapluat #batdongsan #chungcu #giangho #hanoi #plxhvn #phapluatxahoi,Giữa thử đồ mà lòng hành quá 😔😔😔 youtube.com/@plxhvnl,loại này phải bắt khẩn cấp nó hết,vid_0054.jpg,Hate Speech,train
3188,Hiệp hội xăng dầu chính thức lên tiếng bảo vệ người tiêu dùng. #xeford,Cẩm Xe Xăng và Dầu Ranger Sport Thế hệ Mới Bản lĩnh vượt giới hạn,Cái này là giãy đành đạch trước khi chết nè 😂,vid_0068.jpg,Hate Speech,train
11467,"Việt Nam Flex có nhiều người giỏi, nhưng đa số ở nước ngoài","Việt Nam Flex nhiều người giỏi, nhưng đa số ở nước ngoài",lương giảng viên đại học dưới 5 triệu,vid_0007.jpg,Normal,train
