id,video_title,thumbnail_text,comment_text,img,video,label
5848,Người phụ nữ đi ô tô xô đổ xe máy của shipper ở TPHCM #dantrinews #LearnOnTikTok #xuhuong,NGƯỜI PHỤ NỮ ĐI Ô TÔ XÔ ĐỔ XE MÁY CỦA SHIPPER Ở TPHCM,Chúng nó cặp bồ mới k giám trình cái mặt. Chứ vợ chồng tử tế thì nó đã lên,dataset/images/vid_0090.jpg,dataset/videos/vid_0090.mp4,Hate Speech
3859,Không hiểu đi đứng kiểu gì! #suckhoedoisong #tintuc #thinhhanh #giaitritiktok #trending,NINJA LEAD BẺ LÁI THẦN SẦU... KHÔNG THÈM NHÌN AI! VÀ CÁI KẾT HÚ VÍA,Woá.đi đứng kiểu gì thế..đố biết đấy,dataset/images/vid_0051.jpg,dataset/videos/vid_0051.mp4,Normal
9205,Nhà ở chưa mua mà A Guy đã tính mua đất nghĩa trang rồi. Trương Quốc Huy ở mĩ chưa có nhà mà nổ đã tính mua đất nghĩa trang #truongquochuy #n10tv #n10tvhighlight #n10tvshorts #bolsa #vietkieumy #vietnamtoiyeu #xh #xhtiktok #xuhuongtiktok #lenxuhuong #fantltv #TLTV #phandong,N1,Có tiền thuê nhà chưa mà đòi mang bố sang ai cho mày về.mà lấy tiền đâu nà về,dataset/images/vid_0016.jpg,dataset/videos/vid_0016.mp4,Offensive
238,#stanleymeyer #jeffreybradstreet #drsebi #alfredobowman #eugenemallove,NHỮNG CÁI CH*T BÍ ẨN,Các nhà tư bản độc tài dìm thế giới chậm lại 100 nằm họ sống qua đời của họ rồi sẽ công bố dần,dataset/images/vid_0064.jpg,dataset/videos/vid_0064.mp4,Offensive
8025,"Nhiều người chỉ coi đó như một trò đùa, như một kiểu chơi chữ mà quên mất rằng nó có thể là khởi nguồn để chia rẽ dân tộc. Điều đó rất đau lòng! #vtv24 #vtvdigital #tiktoknews #pbvm #phanbietvungmien",Do miền bắc chúng m làm trước Namkiki - TRUNG - parky 100nguoi mn chac dc 1 nguoi còn 100thang parky het 100 thang pbvm Nhức nhối trào lưu phân biệt vùng miền trên mạng xã hội,Mấy đứa được lên VTV kìa . Chắc ba mẹ hãnh diện lắm,dataset/images/vid_0009.jpg,dataset/videos/vid_0009.mp4,Offensive
16410,"Từ 26/7, TP HCM sẽ cấm nhiều loại xe lưu thông trên đường Lê Thánh Tôn #ThuVienPhapLuat #TVPL #Learnontiktok #Hoccungtiktok",ĐƯỜNG LÊ THÁNH TÔN ĐƯỜNG NGUYỄN HUỆ Ngày đăng: 23/07/2025 THƯ VIỆN PHÁP LUẬT TỪ 26/7/2025 TP HCM SẼ CẤM NHIỀU LOẠI XE LƯU THÔNG TRÊN ĐƯỜNG LÊ THÁNH TÔN,Cấm chắc k kẹt xe,dataset/images/vid_0088.jpg,dataset/videos/vid_0088.mp4,Normal
6135,Người phụ nữ đi ô tô xô đổ xe máy của shipper ở TPHCM #dantrinews #LearnOnTikTok #xuhuong,NGƯỜI PHỤ NỮ ĐI Ô TÔ XÔ ĐỔ XE MÁY CỦA SHIPPER Ở TPHCM,trời mưa ng ta mới đỗ vậy vẫn còn lối đi mà con này mà có tý quyền chức thì thôi rồi,dataset/images/vid_0090.jpg,dataset/videos/vid_0090.mp4,Offensive
15315,Góp ý thẳng thắn với VTV !!! #hiephoangngo #tiktoknew #trending,Sự cố kiểm duyệt của VTV Khi liên tục mắc các lỗi sơ đẳng!!!,Tỉnh sát nhập Họ cũng sát nhập cho mạnh,dataset/images/vid_0053.jpg,dataset/videos/vid_0053.mp4,Normal
15342,Góp ý thẳng thắn với VTV !!! #hiephoangngo #tiktoknew #trending,Sự cố kiểm duyệt của VTV Khi liên tục mắc các lỗi sơ đẳng!!!,Dẹp mẹ bọn vtv này đi … vụ jota k nói nhưng đằng này đài quốc gia … kênh quốc gia mà đến ngay cả tên một nhà lãnh đạo viết cũng sai …,dataset/images/vid_0053.jpg,dataset/videos/vid_0053.mp4,Hate Speech
15918,Lý do Mấy bay mạnh nhất Nước Mỹ không có đối thủ #cuongnuocmy #maybay #f22 #f22raptor #cuocsongmy #quansu #vietkieu #vietnamese,Không có thumbnail text,máy bay này gặp bác bảy chưa chắt của việt nam thì. 1 nốt nhạc,dataset/images/vid_0028.jpg,dataset/videos/vid_0028.mp4,Offensive
93,#stanleymeyer #jeffreybradstreet #drsebi #alfredobowman #eugenemallove,NHỮNG CÁI CH*T BÍ ẨN,động cơ máy bằng thủy lực cơ nước là có thật chạy suốt không hư còn những thằng nói xe chạy bằng nước và không có thật là những thằng Trí óc hạng hẹp,dataset/images/vid_0064.jpg,dataset/videos/vid_0064.mp4,Hate Speech
16449,"Từ 26/7, TP HCM sẽ cấm nhiều loại xe lưu thông trên đường Lê Thánh Tôn #ThuVienPhapLuat #TVPL #Learnontiktok #Hoccungtiktok",ĐƯỜNG LÊ THÁNH TÔN ĐƯỜNG NGUYỄN HUỆ Ngày đăng: 23/07/2025 THƯ VIỆN PHÁP LUẬT TỪ 26/7/2025 TP HCM SẼ CẤM NHIỀU LOẠI XE LƯU THÔNG TRÊN ĐƯỜNG LÊ THÁNH TÔN,@xekhach762 nè,dataset/images/vid_0088.jpg,dataset/videos/vid_0088.mp4,Normal
7549,"Nhiều người chỉ coi đó như một trò đùa, như một kiểu chơi chữ mà quên mất rằng nó có thể là khởi nguồn để chia rẽ dân tộc. Điều đó rất đau lòng! #vtv24 #vtvdigital #tiktoknews #pbvm #phanbietvungmien",Do miền bắc chúng m làm trước Namkiki - TRUNG - parky 100nguoi mn chac dc 1 nguoi còn 100thang parky het 100 thang pbvm Nhức nhối trào lưu phân biệt vùng miền trên mạng xã hội,Xử điểm vài vụ thì câm hết,dataset/images/vid_0009.jpg,dataset/videos/vid_0009.mp4,Hate Speech
12052,XE ĐIỆN. GỬI CÁC BÁC  #tandatgrabbbike2018  #chiasekinhnghiem  #xuhươngtiktok,XE ĐIỆN ƠI...!!! GỬI CÁC BÁC,a nói rất chuẩn quá ạ.cảm ơn a đã nói lên nỗi lòng của mn ạ,dataset/images/vid_0077.jpg,dataset/videos/vid_0077.mp4,Normal
9035,Nhà ở chưa mua mà A Guy đã tính mua đất nghĩa trang rồi. Trương Quốc Huy ở mĩ chưa có nhà mà nổ đã tính mua đất nghĩa trang #truongquochuy #n10tv #n10tvhighlight #n10tvshorts #bolsa #vietkieumy #vietnamtoiyeu #xh #xhtiktok #xuhuongtiktok #lenxuhuong #fantltv #TLTV #phandong,N1,khiếp đưa mộ bố vào toilet với gầm cầu cũng đc à. có hiếu quá,dataset/images/vid_0016.jpg,dataset/videos/vid_0016.mp4,Offensive
709,:)) Chủ shop bán đèn nlmt cho khách trong miền Nam mà bị lỗi khách muốn đổi và chủ shop đã gởi hàng ra nhưng sau đó khách nói không phải lỗi và đã mua thêm hàng để ủng hộ chủ shop.,đây là hình ảnh gốc:,Nói ae ngoài bắc đừng buồn...ngoài bắc vô nam toàn muốn tái chín dân trong đây thôi...đại loại là muốn lấy địa bàn,dataset/images/vid_0035.jpg,dataset/videos/vid_0035.mp4,Hate Speech
7560,"Nhiều người chỉ coi đó như một trò đùa, như một kiểu chơi chữ mà quên mất rằng nó có thể là khởi nguồn để chia rẽ dân tộc. Điều đó rất đau lòng! #vtv24 #vtvdigital #tiktoknews #pbvm #phanbietvungmien",Do miền bắc chúng m làm trước Namkiki - TRUNG - parky 100nguoi mn chac dc 1 nguoi còn 100thang parky het 100 thang pbvm Nhức nhối trào lưu phân biệt vùng miền trên mạng xã hội,Phải thế này cho mấy đứa phát ngôn chừa đi,dataset/images/vid_0009.jpg,dataset/videos/vid_0009.mp4,Offensive
4249,"Lực lượng chức năng huyện Đan Phượng, TP Hà Nội đang tiến hành cưỡng chế phá dỡ các vi phạm nhà xưởng trên đất nông nghiệp. Trước đó chính quyền đã thực hiện các bước tuyên truyền, vận động người dân tự tháo dỡ, tuy nhiên người dân cho rằng, do chưa thể vận chuyển hết hàng hóa nên mong muốn có thêm thời gian để thực hiện việc tự phá dỡ. #quochoitv #tiktoknews #cuongche #cuongchedat #datnongnghiep #danphuong #viphamdatdai","TRUYỀN HÌNH QUỐC HỘI VIỆT NAM quochoitv.vn digitaltv@quochoi.vn 0862.656.565 CƯỠNG CHẾ VI PHẠM TRÊN ĐẤT NÔNG NGHIỆP TẠI HÀ NỘI: DÂN NÓI “TẾT ĐẾN NƠI RỒI, KHÔNG CHO LÀM LÀ VỠ NỢ”",ko làm thì bảo làm ngơ. cưỡng chế thì lại khóc.,dataset/images/vid_0010.jpg,dataset/videos/vid_0010.mp4,Normal
14271,Góp ý thẳng thắn với VTV !!! #hiephoangngo #tiktoknew #trending,Sự cố kiểm duyệt của VTV Khi liên tục mắc các lỗi sơ đẳng!!!,Nên cải tổ lại nguyên êkip😌,dataset/images/vid_0053.jpg,dataset/videos/vid_0053.mp4,Normal
4731,Mất điện vì AI. #hoangnamtien #giaotien #LearnOnTikTok #AI #congnghe,MẤT ĐIỆN VÌ AI,Chỉ nói nhiều là 👌,dataset/images/vid_0056.jpg,dataset/videos/vid_0056.mp4,Normal
14259,Góp ý thẳng thắn với VTV !!! #hiephoangngo #tiktoknew #trending,Sự cố kiểm duyệt của VTV Khi liên tục mắc các lỗi sơ đẳng!!!,Xa thải,dataset/images/vid_0053.jpg,dataset/videos/vid_0053.mp4,Offensive
4327,"Lực lượng chức năng huyện Đan Phượng, TP Hà Nội đang tiến hành cưỡng chế phá dỡ các vi phạm nhà xưởng trên đất nông nghiệp. Trước đó chính quyền đã thực hiện các bước tuyên truyền, vận động người dân tự tháo dỡ, tuy nhiên người dân cho rằng, do chưa thể vận chuyển hết hàng hóa nên mong muốn có thêm thời gian để thực hiện việc tự phá dỡ. #quochoitv #tiktoknews #cuongche #cuongchedat #datnongnghiep #danphuong #viphamdatdai","TRUYỀN HÌNH QUỐC HỘI VIỆT NAM quochoitv.vn digitaltv@quochoi.vn 0862.656.565 CƯỠNG CHẾ VI PHẠM TRÊN ĐẤT NÔNG NGHIỆP TẠI HÀ NỘI: DÂN NÓI “TẾT ĐẾN NƠI RỒI, KHÔNG CHO LÀM LÀ VỠ NỢ”",gớm mấy ông oan ức lắn đấy,dataset/images/vid_0010.jpg,dataset/videos/vid_0010.mp4,Normal
47,"Lập trình không khó, chỉ là chưa quen thôi. Dành đủ thời gian thì ai cũng giỏi được. - Nam Long #heretohear #interview #kenh14 #kenh14special #amm #tiktokgiaitri","Nam Long - Giám đốc tuổi 13: Lập trình không khó, nếu dành nhiều thời gian cho nó là cũng giỏi thôi","C đủ lâu rồi e ơi, vẫn chưa làm đc j 😀😀😀",dataset/images/vid_0049.jpg,dataset/videos/vid_0049.mp4,Normal
3306,Hiệp hội xăng dầu chính thức lên tiếng bảo vệ người tiêu dùng. #xeford,Cẩm Xe Xăng và Dầu Ranger Sport Thế hệ Mới Bản lĩnh vượt giới hạn,"hiệp hội xăng dầu nói rất đúng,tôi đồng ý 100%",dataset/images/vid_0068.jpg,dataset/videos/vid_0068.mp4,Normal
13728,Góp ý thẳng thắn với VTV !!! #hiephoangngo #tiktoknew #trending,Sự cố kiểm duyệt của VTV Khi liên tục mắc các lỗi sơ đẳng!!!,Sai họ mà sao ông bảo sai tên,dataset/images/vid_0053.jpg,dataset/videos/vid_0053.mp4,Normal
12009,XE ĐIỆN. GỬI CÁC BÁC  #tandatgrabbbike2018  #chiasekinhnghiem  #xuhươngtiktok,XE ĐIỆN ƠI...!!! GỬI CÁC BÁC,ngt nói tx mới đăng ký 2026 mới cần xe điện mà ?,dataset/images/vid_0077.jpg,dataset/videos/vid_0077.mp4,Normal
13152,Góp ý thẳng thắn với VTV !!! #hiephoangngo #tiktoknew #trending,Sự cố kiểm duyệt của VTV Khi liên tục mắc các lỗi sơ đẳng!!!,Con Lê bống nỗi tốp topps còn vào vtv đk mà nể luôn,dataset/images/vid_0053.jpg,dataset/videos/vid_0053.mp4,Normal
13507,Góp ý thẳng thắn với VTV !!! #hiephoangngo #tiktoknew #trending,Sự cố kiểm duyệt của VTV Khi liên tục mắc các lỗi sơ đẳng!!!,Thg cầu thủ kia thì kệ đi Nma sai tên bác Chính là rất ko ổn nha,dataset/images/vid_0053.jpg,dataset/videos/vid_0053.mp4,Offensive
6403,Người phụ nữ đi ô tô xô đổ xe máy của shipper ở TPHCM #dantrinews #LearnOnTikTok #xuhuong,NGƯỜI PHỤ NỮ ĐI Ô TÔ XÔ ĐỔ XE MÁY CỦA SHIPPER Ở TPHCM,Loại phụ nữ gì vậy trời.,dataset/images/vid_0090.jpg,dataset/videos/vid_0090.mp4,Hate Speech
12434,thấy gì sao câu chuyện của trà sữa Chagee và tụi yêu nước mõm #trasuachagee #hoangsatruongsalacuavietnam  #yeunuocmom #trasuachageeduongluoibo #yeunuocdochai,trà sữa chagee yêu nước mơm,Nhà nước người ta làm đúng luật thôi. Chủ yếu dân tẩy chai để nó dẹp. Chứ giờ mà nhà nước thẳng tay đuổi về thì liên quan về chính trị quá nhiều,dataset/images/vid_0078.jpg,dataset/videos/vid_0078.mp4,Normal
710,:)) Chủ shop bán đèn nlmt cho khách trong miền Nam mà bị lỗi khách muốn đổi và chủ shop đã gởi hàng ra nhưng sau đó khách nói không phải lỗi và đã mua thêm hàng để ủng hộ chủ shop.,đây là hình ảnh gốc:,nói chung ở đâu cũng có người nọ người kia nhưng tỷ lệ dân Bắc khôn lỏi cao hơn,dataset/images/vid_0035.jpg,dataset/videos/vid_0035.mp4,Hate Speech
11975,XE ĐIỆN. GỬI CÁC BÁC  #tandatgrabbbike2018  #chiasekinhnghiem  #xuhươngtiktok,XE ĐIỆN ƠI...!!! GỬI CÁC BÁC,xe điện thồ cà phê được không vậy. 😅,dataset/images/vid_0077.jpg,dataset/videos/vid_0077.mp4,Normal
7161,"Nhiều người chỉ coi đó như một trò đùa, như một kiểu chơi chữ mà quên mất rằng nó có thể là khởi nguồn để chia rẽ dân tộc. Điều đó rất đau lòng! #vtv24 #vtvdigital #tiktoknews #pbvm #phanbietvungmien",Do miền bắc chúng m làm trước Namkiki - TRUNG - parky 100nguoi mn chac dc 1 nguoi còn 100thang parky het 100 thang pbvm Nhức nhối trào lưu phân biệt vùng miền trên mạng xã hội,chủ yếu là mấy thằng không có học thôi,dataset/images/vid_0009.jpg,dataset/videos/vid_0009.mp4,Hate Speech
8732,Nhà ở chưa mua mà A Guy đã tính mua đất nghĩa trang rồi. Trương Quốc Huy ở mĩ chưa có nhà mà nổ đã tính mua đất nghĩa trang #truongquochuy #n10tv #n10tvhighlight #n10tvshorts #bolsa #vietkieumy #vietnamtoiyeu #xh #xhtiktok #xuhuongtiktok #lenxuhuong #fantltv #TLTV #phandong,N1,Dòng họ nhà Huy bất phước quá…đem qua bỏ ngoài đường ah!,dataset/images/vid_0016.jpg,dataset/videos/vid_0016.mp4,Hate Speech
9841,Nhà ở chưa mua mà A Guy đã tính mua đất nghĩa trang rồi. Trương Quốc Huy ở mĩ chưa có nhà mà nổ đã tính mua đất nghĩa trang #truongquochuy #n10tv #n10tvhighlight #n10tvshorts #bolsa #vietkieumy #vietnamtoiyeu #xh #xhtiktok #xuhuongtiktok #lenxuhuong #fantltv #TLTV #phandong,N1,Êk ông này giờ có nhà ở chưa ta 😁,dataset/images/vid_0016.jpg,dataset/videos/vid_0016.mp4,Normal
15840,Cuộc chiến chip bán dẫn: chuyện gì đang xảy ra và tương lai nào cho Việt Nam? #trungquoc #hoaky #kinhtethegioi #kinhte #tintuc #LearnOnTikTok,Không có văn bản nào trong hình ảnh.,VN sản xuất nổi chip ko mn,dataset/images/vid_0012.jpg,dataset/videos/vid_0012.mp4,Normal
16332,"Từ 26/7, TP HCM sẽ cấm nhiều loại xe lưu thông trên đường Lê Thánh Tôn #ThuVienPhapLuat #TVPL #Learnontiktok #Hoccungtiktok",ĐƯỜNG LÊ THÁNH TÔN ĐƯỜNG NGUYỄN HUỆ Ngày đăng: 23/07/2025 THƯ VIỆN PHÁP LUẬT TỪ 26/7/2025 TP HCM SẼ CẤM NHIỀU LOẠI XE LƯU THÔNG TRÊN ĐƯỜNG LÊ THÁNH TÔN,ụ á ọn nèo như t lấy đâu ra tiền mua xe điện,dataset/images/vid_0088.jpg,dataset/videos/vid_0088.mp4,Offensive
3142,Hiệp hội xăng dầu chính thức lên tiếng bảo vệ người tiêu dùng. #xeford,Cẩm Xe Xăng và Dầu Ranger Sport Thế hệ Mới Bản lĩnh vượt giới hạn,"Đã đề ra là phải làm bắt buộc phải làm, thực hiện như nào là việc của chúng mày, chúng mày có quyền gì mà lên tiếng phản đối??",dataset/images/vid_0068.jpg,dataset/videos/vid_0068.mp4,Offensive
14358,Góp ý thẳng thắn với VTV !!! #hiephoangngo #tiktoknew #trending,Sự cố kiểm duyệt của VTV Khi liên tục mắc các lỗi sơ đẳng!!!,2-9 duyệt binh là tới công chuyện với vtv,dataset/images/vid_0053.jpg,dataset/videos/vid_0053.mp4,Hate Speech
15545,Góp ý thẳng thắn với VTV !!! #hiephoangngo #tiktoknew #trending,Sự cố kiểm duyệt của VTV Khi liên tục mắc các lỗi sơ đẳng!!!,Thấy vọng,dataset/images/vid_0053.jpg,dataset/videos/vid_0053.mp4,Normal
8097,Nhà ở chưa mua mà A Guy đã tính mua đất nghĩa trang rồi. Trương Quốc Huy ở mĩ chưa có nhà mà nổ đã tính mua đất nghĩa trang #truongquochuy #n10tv #n10tvhighlight #n10tvshorts #bolsa #vietkieumy #vietnamtoiyeu #xh #xhtiktok #xuhuongtiktok #lenxuhuong #fantltv #TLTV #phandong,N1,mang cả tổ tông nhà mày đi,dataset/images/vid_0016.jpg,dataset/videos/vid_0016.mp4,Offensive
6702,Người phụ nữ đi ô tô xô đổ xe máy của shipper ở TPHCM #dantrinews #LearnOnTikTok #xuhuong,NGƯỜI PHỤ NỮ ĐI Ô TÔ XÔ ĐỔ XE MÁY CỦA SHIPPER Ở TPHCM,Nết này nhà có biệt thự nữa thì đó ai làm hàng xóm được yên.hic,dataset/images/vid_0090.jpg,dataset/videos/vid_0090.mp4,Normal
7582,"Nhiều người chỉ coi đó như một trò đùa, như một kiểu chơi chữ mà quên mất rằng nó có thể là khởi nguồn để chia rẽ dân tộc. Điều đó rất đau lòng! #vtv24 #vtvdigital #tiktoknews #pbvm #phanbietvungmien",Do miền bắc chúng m làm trước Namkiki - TRUNG - parky 100nguoi mn chac dc 1 nguoi còn 100thang parky het 100 thang pbvm Nhức nhối trào lưu phân biệt vùng miền trên mạng xã hội,Đâu tk nào dùng cái bản mặt thật lên đây phân biệt t coi,dataset/images/vid_0009.jpg,dataset/videos/vid_0009.mp4,Offensive
7189,"Nhiều người chỉ coi đó như một trò đùa, như một kiểu chơi chữ mà quên mất rằng nó có thể là khởi nguồn để chia rẽ dân tộc. Điều đó rất đau lòng! #vtv24 #vtvdigital #tiktoknews #pbvm #phanbietvungmien",Do miền bắc chúng m làm trước Namkiki - TRUNG - parky 100nguoi mn chac dc 1 nguoi còn 100thang parky het 100 thang pbvm Nhức nhối trào lưu phân biệt vùng miền trên mạng xã hội,Có người còn phân biệt dân tộc😇,dataset/images/vid_0009.jpg,dataset/videos/vid_0009.mp4,Hate Speech
4873,Mất điện vì AI. #hoangnamtien #giaotien #LearnOnTikTok #AI #congnghe,MẤT ĐIỆN VÌ AI,mất điện chứ có phải mất 4G 5G đâu mà loạn hết cả lên .,dataset/images/vid_0056.jpg,dataset/videos/vid_0056.mp4,Normal
14571,Góp ý thẳng thắn với VTV !!! #hiephoangngo #tiktoknew #trending,Sự cố kiểm duyệt của VTV Khi liên tục mắc các lỗi sơ đẳng!!!,phát thanh viên nói còn vấp còn à thì chịu,dataset/images/vid_0053.jpg,dataset/videos/vid_0053.mp4,Offensive
13154,Góp ý thẳng thắn với VTV !!! #hiephoangngo #tiktoknew #trending,Sự cố kiểm duyệt của VTV Khi liên tục mắc các lỗi sơ đẳng!!!,"Nhiều khi nói thì lại bảo không nhìn nhận đất nước nhưng cỡ Lê Bống còn vào được vtv thì biết cỡ VTV thế nào rồi, học thức còn chẳng bằng mìinh😌",dataset/images/vid_0053.jpg,dataset/videos/vid_0053.mp4,Offensive
15159,Góp ý thẳng thắn với VTV !!! #hiephoangngo #tiktoknew #trending,Sự cố kiểm duyệt của VTV Khi liên tục mắc các lỗi sơ đẳng!!!,"Anh sai rồi , họ phạm sáp nhập họ nguyễn mà 😂",dataset/images/vid_0053.jpg,dataset/videos/vid_0053.mp4,Normal
2830,Giữa thủ đô mà lộng hành quá 😨 #xahoi #phapluat #batdongsan #chungcu #giangho #hanoi #plxhvn #phapluatxahoi,Giữa thử đồ mà lòng hành quá 😔😔😔 youtube.com/@plxhvnl,"Ai hiểu luật xem cái này có ghép được vào tội chiếm đoạt tài sản không, nếu có thì xin chúc mừng cái chung cư ở HN cũng vài tỏi chứ ít đâu",dataset/images/vid_0054.jpg,dataset/videos/vid_0054.mp4,Normal
526,#vinhomes #vinhomegrandpark #vinperaldiscovery,Có 27 tỷ mua nhà mà giờ ngồi khóc thấy thương không,Người siêu giàu lừa người giàu,dataset/images/vid_0048.jpg,dataset/videos/vid_0048.mp4,Offensive
87,#Tamson #BangOlufsenVietNam #BangOlufsen,BEOLAB 50 THÁI CÔNG,Ở trọ mua được không chú?,dataset/images/vid_0046.jpg,dataset/videos/vid_0046.mp4,Normal
13017,"Trả lời @dmcs57 Quân Cảnh VNCH (Ngụy), có chức năng tương tự như Kiểm Soát Quân Sự của QĐNDVN hiện nay Video chỉ mang tính chất lịch sử, KHÔNG tiếp tay hay ủng hộ cho các tổ chức, cá nhân thuộc chế độ cũ và phản động ⚠️ #xuhuong #militarypolice #arvn #lichsu #repcomment #reply #military #vietnam #viral #xuhuongtiktok",Trả lời bình luận của dmeo57 làm quần cảnh vnch dc ko,QC VNCH rất đẹp và ngầu,dataset/images/vid_0043.jpg,dataset/videos/vid_0043.mp4,Normal
6891,Người phụ nữ đi ô tô xô đổ xe máy của shipper ở TPHCM #dantrinews #LearnOnTikTok #xuhuong,NGƯỜI PHỤ NỮ ĐI Ô TÔ XÔ ĐỔ XE MÁY CỦA SHIPPER Ở TPHCM,Đúng là không có tí ý thức nào thật. hẳn là đi ôttô,dataset/images/vid_0090.jpg,dataset/videos/vid_0090.mp4,Offensive
7850,"Nhiều người chỉ coi đó như một trò đùa, như một kiểu chơi chữ mà quên mất rằng nó có thể là khởi nguồn để chia rẽ dân tộc. Điều đó rất đau lòng! #vtv24 #vtvdigital #tiktoknews #pbvm #phanbietvungmien",Do miền bắc chúng m làm trước Namkiki - TRUNG - parky 100nguoi mn chac dc 1 nguoi còn 100thang parky het 100 thang pbvm Nhức nhối trào lưu phân biệt vùng miền trên mạng xã hội,chúng ta chung một đất nước cơ mà…,dataset/images/vid_0009.jpg,dataset/videos/vid_0009.mp4,Normal
8181,Nhà ở chưa mua mà A Guy đã tính mua đất nghĩa trang rồi. Trương Quốc Huy ở mĩ chưa có nhà mà nổ đã tính mua đất nghĩa trang #truongquochuy #n10tv #n10tvhighlight #n10tvshorts #bolsa #vietkieumy #vietnamtoiyeu #xh #xhtiktok #xuhuongtiktok #lenxuhuong #fantltv #TLTV #phandong,N1,Mang cả mả bố nó sang đấy luôn 🤣🤣,dataset/images/vid_0016.jpg,dataset/videos/vid_0016.mp4,Offensive
13617,Góp ý thẳng thắn với VTV !!! #hiephoangngo #tiktoknew #trending,Sự cố kiểm duyệt của VTV Khi liên tục mắc các lỗi sơ đẳng!!!,"đề nghị VTV tuyển nhân viên thứ 1: môn lịch sử phải đặt điểm 8,9/10 , thứ 2 : phải kiểm tra luôn tên các vị nguyên thủ và cả tư tưởng chính trị của bản thân , cuối cùng là chuyên môn cá nhân có đạt hay ko .",dataset/images/vid_0053.jpg,dataset/videos/vid_0053.mp4,Normal
13467,Góp ý thẳng thắn với VTV !!! #hiephoangngo #tiktoknew #trending,Sự cố kiểm duyệt của VTV Khi liên tục mắc các lỗi sơ đẳng!!!,nó mua mọi thứ lên hơi vớ vẩn😁😅😂,dataset/images/vid_0053.jpg,dataset/videos/vid_0053.mp4,Normal
10093,Nói không cho con đi học – bị coi là nổi loạn. Nhưng không ai dám hỏi: trường học còn hợp thời không?#nuoiconxuatchung #nuoiconkhoahoc #education #xuhuong #chame #daycon #nuoicon #yeuthuong #chamethongthai #viral #fyp #phattrienbanthan,REAL EDUCATION STARTS #nuoidayconxuatchung KHÔNG CHO CON ĐI HỌC BỊ COI LÀ NỔI LOẠN NHƯNG TRƯỜNG HỌC CÓ CÒN HỢP THỜI?,"a ở âu mỹ thì đc. người ta đánh giá năng lực hơn bằng cấp còn ở châu á, ko bằng thì xin làm công nhân còn ko đc 🤣🤣🤣",dataset/images/vid_0044.jpg,dataset/videos/vid_0044.mp4,Normal
5624,Người phụ nữ đi ô tô xô đổ xe máy của shipper ở TPHCM #dantrinews #LearnOnTikTok #xuhuong,NGƯỜI PHỤ NỮ ĐI Ô TÔ XÔ ĐỔ XE MÁY CỦA SHIPPER Ở TPHCM,"Con đó là tiện nhân , người ai mà làm như vậy 😂😂😂",dataset/images/vid_0090.jpg,dataset/videos/vid_0090.mp4,Hate Speech
15576,Góp ý thẳng thắn với VTV !!! #hiephoangngo #tiktoknew #trending,Sự cố kiểm duyệt của VTV Khi liên tục mắc các lỗi sơ đẳng!!!,đây hậu quả của giáo dục liien tục cải cÁch,dataset/images/vid_0053.jpg,dataset/videos/vid_0053.mp4,Normal
11351,Tuấn Hưng và vợ đi sự kiện Mắt anh ấy nhìn như mới chơi đá #hot #vietnam #showbiz,Thời phong độ ông này nhìn chất 👍 Tuấn Hưng và vợ đi sự kiện Dân trong nghề nhìn phát biết luôn,Đồng vợ đồng chồng tát biển đông cũng cạn,dataset/images/vid_0062.jpg,dataset/videos/vid_0062.mp4,Normal
16356,"Từ 26/7, TP HCM sẽ cấm nhiều loại xe lưu thông trên đường Lê Thánh Tôn #ThuVienPhapLuat #TVPL #Learnontiktok #Hoccungtiktok",ĐƯỜNG LÊ THÁNH TÔN ĐƯỜNG NGUYỄN HUỆ Ngày đăng: 23/07/2025 THƯ VIỆN PHÁP LUẬT TỪ 26/7/2025 TP HCM SẼ CẤM NHIỀU LOẠI XE LƯU THÔNG TRÊN ĐƯỜNG LÊ THÁNH TÔN,Tưởng cấm xe xăng kkk,dataset/images/vid_0088.jpg,dataset/videos/vid_0088.mp4,Normal
16131,Lý do Mấy bay mạnh nhất Nước Mỹ không có đối thủ #cuongnuocmy #maybay #f22 #f22raptor #cuocsongmy #quansu #vietkieu #vietnamese,Không có thumbnail text,giờ con này đến giúp ấn độ giao hữu cùng Pakistan xem thế nào,dataset/images/vid_0028.jpg,dataset/videos/vid_0028.mp4,Normal
373,#vinhomes #vinhomegrandpark #vinperaldiscovery,Có 27 tỷ mua nhà mà giờ ngồi khóc thấy thương không,v của nhà các ông đấy,dataset/images/vid_0048.jpg,dataset/videos/vid_0048.mp4,Offensive
11777,XE ĐIỆN. GỬI CÁC BÁC  #tandatgrabbbike2018  #chiasekinhnghiem  #xuhươngtiktok,XE ĐIỆN ƠI...!!! GỬI CÁC BÁC,"xe điện là Sài nhứt thời thôi,, để chóng cháy đi gần gần thôi",dataset/images/vid_0077.jpg,dataset/videos/vid_0077.mp4,Offensive
3753,Khoa Pug đầu tư 10 triệu Coin (DBZ) tăng 1$=230 tỷ VNĐ...#khoapug #shorts #hoccungtiktok #johnnydang #TikTokFashUP #Halloween2021 #NhacHayMoiNgay #lonely_musicc,PEDESTRIAN ZONE KEEP MOVING,"Khoa có sạn về tiền điện tử, nó hợp tác kiếm $ từ Người Việt mua rác",dataset/images/vid_0002.jpg,dataset/videos/vid_0002.mp4,Hate Speech
